               n               m        E_phi_nm        E_psi_nm          E_p_nm
     -0.3900E+02     -0.1660E+03      0.3491E-12      0.3297E-12      0.6697E-11
     -0.3800E+02     -0.1660E+03      0.7245E-13      0.4419E-13      0.2594E-12
     -0.3700E+02     -0.1660E+03      0.1685E-13      0.1564E-13      0.8831E-13
     -0.3600E+02     -0.1660E+03      0.6177E-14      0.7519E-14      0.5133E-13
     -0.3500E+02     -0.1660E+03      0.4319E-14      0.3840E-14      0.2372E-13
     -0.3400E+02     -0.1660E+03      0.1594E-14      0.1288E-14      0.9317E-14
     -0.3300E+02     -0.1660E+03      0.5498E-15      0.3974E-15      0.5280E-14
     -0.3200E+02     -0.1660E+03      0.1556E-15      0.1078E-15      0.2896E-14
     -0.3100E+02     -0.1660E+03      0.4223E-16      0.2729E-16      0.1766E-14
     -0.3000E+02     -0.1660E+03      0.1387E-16      0.8176E-17      0.1044E-14
     -0.2900E+02     -0.1660E+03      0.2844E-17      0.1550E-17      0.5199E-15
     -0.2800E+02     -0.1660E+03      0.9997E-18      0.5084E-18      0.3329E-15
     -0.2700E+02     -0.1660E+03      0.3824E-18      0.1199E-18      0.1900E-15
     -0.2600E+02     -0.1660E+03      0.1480E-18      0.2851E-19      0.1194E-15
     -0.2500E+02     -0.1660E+03      0.7517E-19      0.1398E-19      0.7048E-16
     -0.2400E+02     -0.1660E+03      0.3211E-19      0.4469E-20      0.3173E-16
     -0.2300E+02     -0.1660E+03      0.1208E-19      0.1560E-20      0.1431E-16
     -0.2200E+02     -0.1660E+03      0.5102E-20      0.6745E-21      0.7426E-17
     -0.2100E+02     -0.1660E+03      0.1944E-20      0.2709E-21      0.4006E-17
     -0.2000E+02     -0.1660E+03      0.5500E-21      0.1248E-21      0.2545E-17
     -0.1900E+02     -0.1660E+03      0.2532E-21      0.6384E-22      0.1700E-17
     -0.1800E+02     -0.1660E+03      0.8510E-22      0.2631E-22      0.9876E-18
     -0.1700E+02     -0.1660E+03      0.3278E-22      0.1294E-22      0.5388E-18
     -0.1600E+02     -0.1660E+03      0.1095E-22      0.6281E-23      0.3531E-18
     -0.1500E+02     -0.1660E+03      0.3750E-23      0.3528E-23      0.2054E-18
     -0.1400E+02     -0.1660E+03      0.1476E-23      0.2348E-23      0.1367E-18
     -0.1300E+02     -0.1660E+03      0.6134E-24      0.1587E-23      0.1026E-18
     -0.1200E+02     -0.1660E+03      0.2576E-24      0.9195E-24      0.7194E-19
     -0.1100E+02     -0.1660E+03      0.1226E-24      0.4697E-24      0.4743E-19
     -0.1000E+02     -0.1660E+03      0.5984E-25      0.2623E-24      0.3066E-19
     -0.9000E+01     -0.1660E+03      0.2458E-25      0.1506E-24      0.2065E-19
     -0.8000E+01     -0.1660E+03      0.9047E-26      0.9230E-25      0.1507E-19
     -0.7000E+01     -0.1660E+03      0.3526E-26      0.6216E-25      0.1147E-19
     -0.6000E+01     -0.1660E+03      0.1709E-26      0.4202E-25      0.7737E-20
     -0.5000E+01     -0.1660E+03      0.8718E-27      0.2481E-25      0.4806E-20
     -0.4000E+01     -0.1660E+03      0.4263E-27      0.1388E-25      0.2940E-20
     -0.3000E+01     -0.1660E+03      0.2302E-27      0.9182E-26      0.1907E-20
     -0.2000E+01     -0.1660E+03      0.1354E-27      0.6487E-26      0.1438E-20
     -0.1000E+01     -0.1660E+03      0.8403E-28      0.4161E-26      0.9555E-21
      0.0000E+00     -0.1660E+03      0.5094E-28      0.2694E-26      0.6864E-21
      0.1000E+01     -0.1660E+03      0.2820E-28      0.1221E-26      0.3964E-21
      0.2000E+01     -0.1660E+03      0.1437E-28      0.7906E-27      0.2391E-21
      0.3000E+01     -0.1660E+03      0.6405E-29      0.5041E-27      0.1725E-21
      0.4000E+01     -0.1660E+03      0.2993E-29      0.2756E-27      0.9439E-22
      0.5000E+01     -0.1660E+03      0.1696E-29      0.1721E-27      0.6773E-22
      0.6000E+01     -0.1660E+03      0.8380E-30      0.1033E-27      0.3552E-22
      0.7000E+01     -0.1660E+03      0.3374E-30      0.7277E-28      0.2758E-22
      0.8000E+01     -0.1660E+03      0.2026E-30      0.3849E-28      0.1586E-22
      0.9000E+01     -0.1660E+03      0.1298E-30      0.2377E-28      0.1102E-22
      0.1000E+02     -0.1660E+03      0.6792E-31      0.1826E-28      0.6904E-23
      0.1100E+02     -0.1660E+03      0.3205E-31      0.1309E-28      0.4551E-23
      0.1200E+02     -0.1660E+03      0.1904E-31      0.6685E-29      0.2317E-23
      0.1300E+02     -0.1660E+03      0.1075E-31      0.4002E-29      0.1372E-23
      0.1400E+02     -0.1660E+03      0.6488E-32      0.2159E-29      0.8587E-24
      0.1500E+02     -0.1660E+03      0.3622E-32      0.1856E-29      0.6559E-24
      0.1600E+02     -0.1660E+03      0.2091E-32      0.1177E-29      0.3812E-24
      0.1700E+02     -0.1660E+03      0.1177E-32      0.1036E-29      0.3279E-24
      0.1800E+02     -0.1660E+03      0.6970E-33      0.6672E-30      0.2004E-24
      0.1900E+02     -0.1660E+03      0.4086E-33      0.3382E-30      0.1168E-24
      0.2000E+02     -0.1660E+03      0.2159E-33      0.1720E-30      0.7080E-25
      0.2100E+02     -0.1660E+03      0.1249E-33      0.1362E-30      0.5361E-25
      0.2200E+02     -0.1660E+03      0.6490E-34      0.8012E-31      0.3898E-25
      0.2300E+02     -0.1660E+03      0.4421E-34      0.4802E-31      0.2500E-25
      0.2400E+02     -0.1660E+03      0.3251E-34      0.4914E-31      0.2181E-25
      0.2500E+02     -0.1660E+03      0.1992E-34      0.4618E-31      0.2055E-25
      0.2600E+02     -0.1660E+03      0.1369E-34      0.1863E-31      0.8509E-26
      0.2700E+02     -0.1660E+03      0.8632E-35      0.6148E-32      0.2655E-26
      0.2800E+02     -0.1660E+03      0.5436E-35      0.3091E-32      0.1139E-26
      0.2900E+02     -0.1660E+03      0.3280E-35      0.2731E-32      0.1025E-26
      0.3000E+02     -0.1660E+03      0.1920E-35      0.2556E-32      0.1230E-26
      0.3100E+02     -0.1660E+03      0.1102E-35      0.7324E-33      0.3129E-27
      0.3200E+02     -0.1660E+03      0.6269E-36      0.2805E-33      0.1345E-27
      0.3300E+02     -0.1660E+03      0.3589E-36      0.2529E-33      0.1163E-27
      0.3400E+02     -0.1660E+03      0.2202E-36      0.1609E-33      0.6484E-28
      0.3500E+02     -0.1660E+03      0.1340E-36      0.1075E-33      0.5278E-28
      0.3600E+02     -0.1660E+03      0.7404E-37      0.3037E-34      0.1490E-28
      0.3700E+02     -0.1660E+03      0.4195E-37      0.1552E-34      0.8510E-29
      0.3800E+02     -0.1660E+03      0.2174E-37      0.1616E-34      0.9743E-29
      0.3900E+02     -0.1660E+03      0.1088E-37      0.3793E-35      0.2770E-29
      0.4000E+02     -0.1660E+03      0.5290E-38      0.1351E-35      0.1186E-29
 
     -0.4000E+02     -0.1650E+03      0.9170E-11      0.1199E-10      0.5377E-09
     -0.3900E+02     -0.1650E+03      0.6294E-12      0.6281E-12      0.1315E-10
     -0.3800E+02     -0.1650E+03      0.1219E-12      0.6248E-13      0.3640E-12
     -0.3700E+02     -0.1650E+03      0.2380E-13      0.2152E-13      0.1124E-12
     -0.3600E+02     -0.1650E+03      0.7798E-14      0.8767E-14      0.6677E-13
     -0.3500E+02     -0.1650E+03      0.5064E-14      0.4999E-14      0.2947E-13
     -0.3400E+02     -0.1650E+03      0.2115E-14      0.1823E-14      0.1244E-13
     -0.3300E+02     -0.1650E+03      0.7580E-15      0.5610E-15      0.6279E-14
     -0.3200E+02     -0.1650E+03      0.2326E-15      0.1611E-15      0.3596E-14
     -0.3100E+02     -0.1650E+03      0.5766E-16      0.3828E-16      0.2029E-14
     -0.3000E+02     -0.1650E+03      0.2011E-16      0.1205E-16      0.1326E-14
     -0.2900E+02     -0.1650E+03      0.4570E-17      0.2553E-17      0.6201E-15
     -0.2800E+02     -0.1650E+03      0.1245E-17      0.6446E-18      0.3865E-15
     -0.2700E+02     -0.1650E+03      0.5271E-18      0.1975E-18      0.2300E-15
     -0.2600E+02     -0.1650E+03      0.1844E-18      0.3783E-19      0.1361E-15
     -0.2500E+02     -0.1650E+03      0.9572E-19      0.1753E-19      0.8294E-16
     -0.2400E+02     -0.1650E+03      0.4270E-19      0.6288E-20      0.4318E-16
     -0.2300E+02     -0.1650E+03      0.1658E-19      0.2031E-20      0.1905E-16
     -0.2200E+02     -0.1650E+03      0.6545E-20      0.8452E-21      0.9438E-17
     -0.2100E+02     -0.1650E+03      0.2728E-20      0.3554E-21      0.4651E-17
     -0.2000E+02     -0.1650E+03      0.8099E-21      0.1541E-21      0.3083E-17
     -0.1900E+02     -0.1650E+03      0.3127E-21      0.8217E-22      0.2043E-17
     -0.1800E+02     -0.1650E+03      0.1277E-21      0.3300E-22      0.1189E-17
     -0.1700E+02     -0.1650E+03      0.4227E-22      0.1569E-22      0.6367E-18
     -0.1600E+02     -0.1650E+03      0.1647E-22      0.7557E-23      0.4160E-18
     -0.1500E+02     -0.1650E+03      0.4990E-23      0.4180E-23      0.2491E-18
     -0.1400E+02     -0.1650E+03      0.2005E-23      0.2641E-23      0.1554E-18
     -0.1300E+02     -0.1650E+03      0.7976E-24      0.1815E-23      0.1170E-18
     -0.1200E+02     -0.1650E+03      0.3381E-24      0.1143E-23      0.8414E-19
     -0.1100E+02     -0.1650E+03      0.1531E-24      0.6001E-24      0.5648E-19
     -0.1000E+02     -0.1650E+03      0.7614E-25      0.3151E-24      0.3638E-19
     -0.9000E+01     -0.1650E+03      0.3288E-25      0.1730E-24      0.2353E-19
     -0.8000E+01     -0.1650E+03      0.1235E-25      0.1060E-24      0.1662E-19
     -0.7000E+01     -0.1650E+03      0.4571E-26      0.7112E-25      0.1262E-19
     -0.6000E+01     -0.1650E+03      0.2134E-26      0.5065E-25      0.8983E-20
     -0.5000E+01     -0.1650E+03      0.1068E-26      0.3008E-25      0.5658E-20
     -0.4000E+01     -0.1650E+03      0.5293E-27      0.1662E-25      0.3378E-20
     -0.3000E+01     -0.1650E+03      0.2731E-27      0.1074E-25      0.2232E-20
     -0.2000E+01     -0.1650E+03      0.1602E-27      0.7220E-26      0.1579E-20
     -0.1000E+01     -0.1650E+03      0.9700E-28      0.4871E-26      0.1111E-20
      0.0000E+00     -0.1650E+03      0.6056E-28      0.3293E-26      0.7840E-21
      0.1000E+01     -0.1650E+03      0.3468E-28      0.1470E-26      0.4648E-21
      0.2000E+01     -0.1650E+03      0.1804E-28      0.8596E-27      0.2782E-21
      0.3000E+01     -0.1650E+03      0.8259E-29      0.5391E-27      0.1918E-21
      0.4000E+01     -0.1650E+03      0.3784E-29      0.3181E-27      0.1132E-21
      0.5000E+01     -0.1650E+03      0.2007E-29      0.1877E-27      0.7594E-22
      0.6000E+01     -0.1650E+03      0.1071E-29      0.1196E-27      0.4476E-22
      0.7000E+01     -0.1650E+03      0.4511E-30      0.7931E-28      0.3188E-22
      0.8000E+01     -0.1650E+03      0.2291E-30      0.4148E-28      0.1894E-22
      0.9000E+01     -0.1650E+03      0.1521E-30      0.2532E-28      0.1186E-22
      0.1000E+02     -0.1650E+03      0.8676E-31      0.1948E-28      0.7950E-23
      0.1100E+02     -0.1650E+03      0.3972E-31      0.1398E-28      0.5159E-23
      0.1200E+02     -0.1650E+03      0.2248E-31      0.6912E-29      0.2948E-23
      0.1300E+02     -0.1650E+03      0.1331E-31      0.4067E-29      0.1723E-23
      0.1400E+02     -0.1650E+03      0.7970E-32      0.2640E-29      0.1030E-23
      0.1500E+02     -0.1650E+03      0.4329E-32      0.1927E-29      0.8058E-24
      0.1600E+02     -0.1650E+03      0.2562E-32      0.1165E-29      0.4680E-24
      0.1700E+02     -0.1650E+03      0.1425E-32      0.1073E-29      0.4092E-24
      0.1800E+02     -0.1650E+03      0.8345E-33      0.6816E-30      0.2467E-24
      0.1900E+02     -0.1650E+03      0.4881E-33      0.3874E-30      0.1479E-24
      0.2000E+02     -0.1650E+03      0.2688E-33      0.1836E-30      0.7980E-25
      0.2100E+02     -0.1650E+03      0.1538E-33      0.1533E-30      0.6579E-25
      0.2200E+02     -0.1650E+03      0.8155E-34      0.8610E-31      0.4540E-25
      0.2300E+02     -0.1650E+03      0.5211E-34      0.5268E-31      0.2933E-25
      0.2400E+02     -0.1650E+03      0.3984E-34      0.5450E-31      0.2690E-25
      0.2500E+02     -0.1650E+03      0.2299E-34      0.5607E-31      0.2460E-25
      0.2600E+02     -0.1650E+03      0.1537E-34      0.2611E-31      0.1034E-25
      0.2700E+02     -0.1650E+03      0.9851E-35      0.7658E-32      0.3041E-26
      0.2800E+02     -0.1650E+03      0.6474E-35      0.4938E-32      0.1547E-26
      0.2900E+02     -0.1650E+03      0.3957E-35      0.4037E-32      0.1391E-26
      0.3000E+02     -0.1650E+03      0.2281E-35      0.3910E-32      0.1500E-26
      0.3100E+02     -0.1650E+03      0.1288E-35      0.8521E-33      0.4034E-27
      0.3200E+02     -0.1650E+03      0.7431E-36      0.2596E-33      0.1876E-27
      0.3300E+02     -0.1650E+03      0.4197E-36      0.2549E-33      0.1592E-27
      0.3400E+02     -0.1650E+03      0.2564E-36      0.1426E-33      0.1011E-27
      0.3500E+02     -0.1650E+03      0.1582E-36      0.1070E-33      0.7467E-28
      0.3600E+02     -0.1650E+03      0.8840E-37      0.2601E-34      0.1906E-28
      0.3700E+02     -0.1650E+03      0.5047E-37      0.1326E-34      0.9999E-29
      0.3800E+02     -0.1650E+03      0.2669E-37      0.1461E-34      0.1174E-28
      0.3900E+02     -0.1650E+03      0.1372E-37      0.2708E-35      0.2557E-29
      0.4000E+02     -0.1650E+03      0.6570E-38      0.7563E-36      0.1048E-29
 
     -0.4000E+02     -0.1640E+03      0.1120E-10      0.1356E-10      0.5790E-09
     -0.3900E+02     -0.1640E+03      0.9132E-12      0.8644E-12      0.1982E-10
     -0.3800E+02     -0.1640E+03      0.1794E-12      0.8947E-13      0.5034E-12
     -0.3700E+02     -0.1640E+03      0.3345E-13      0.2795E-13      0.1358E-12
     -0.3600E+02     -0.1640E+03      0.9565E-14      0.1001E-13      0.7046E-13
     -0.3500E+02     -0.1640E+03      0.5386E-14      0.6067E-14      0.3251E-13
     -0.3400E+02     -0.1640E+03      0.2781E-14      0.2418E-14      0.1441E-13
     -0.3300E+02     -0.1640E+03      0.1024E-14      0.7568E-15      0.7141E-14
     -0.3200E+02     -0.1640E+03      0.3370E-15      0.2330E-15      0.3800E-14
     -0.3100E+02     -0.1640E+03      0.8206E-16      0.5549E-16      0.2280E-14
     -0.3000E+02     -0.1640E+03      0.2763E-16      0.1692E-16      0.1474E-14
     -0.2900E+02     -0.1640E+03      0.7418E-17      0.4194E-17      0.6984E-15
     -0.2800E+02     -0.1640E+03      0.1660E-17      0.8450E-18      0.3879E-15
     -0.2700E+02     -0.1640E+03      0.6933E-18      0.2988E-18      0.2616E-15
     -0.2600E+02     -0.1640E+03      0.2443E-18      0.5766E-19      0.1447E-15
     -0.2500E+02     -0.1640E+03      0.1199E-18      0.2166E-19      0.8652E-16
     -0.2400E+02     -0.1640E+03      0.5575E-19      0.8805E-20      0.4976E-16
     -0.2300E+02     -0.1640E+03      0.2306E-19      0.2689E-20      0.2188E-16
     -0.2200E+02     -0.1640E+03      0.8554E-20      0.1074E-20      0.1103E-16
     -0.2100E+02     -0.1640E+03      0.3661E-20      0.4549E-21      0.5304E-17
     -0.2000E+02     -0.1640E+03      0.1244E-20      0.1979E-21      0.3447E-17
     -0.1900E+02     -0.1640E+03      0.3864E-21      0.1006E-21      0.2357E-17
     -0.1800E+02     -0.1640E+03      0.1842E-21      0.4418E-22      0.1334E-17
     -0.1700E+02     -0.1640E+03      0.5722E-22      0.1885E-22      0.7132E-18
     -0.1600E+02     -0.1640E+03      0.2354E-22      0.9491E-23      0.4702E-18
     -0.1500E+02     -0.1640E+03      0.7045E-23      0.5070E-23      0.2865E-18
     -0.1400E+02     -0.1640E+03      0.2690E-23      0.3108E-23      0.1751E-18
     -0.1300E+02     -0.1640E+03      0.1045E-23      0.2120E-23      0.1253E-18
     -0.1200E+02     -0.1640E+03      0.4472E-24      0.1400E-23      0.9412E-19
     -0.1100E+02     -0.1640E+03      0.1934E-24      0.7708E-24      0.6352E-19
     -0.1000E+02     -0.1640E+03      0.9585E-25      0.3800E-24      0.4051E-19
     -0.9000E+01     -0.1640E+03      0.4371E-25      0.1998E-24      0.2539E-19
     -0.8000E+01     -0.1640E+03      0.1697E-25      0.1198E-24      0.1765E-19
     -0.7000E+01     -0.1640E+03      0.6180E-26      0.7919E-25      0.1343E-19
     -0.6000E+01     -0.1640E+03      0.2703E-26      0.5807E-25      0.1011E-19
     -0.5000E+01     -0.1640E+03      0.1324E-26      0.3506E-25      0.6486E-20
     -0.4000E+01     -0.1640E+03      0.6627E-27      0.1845E-25      0.3743E-20
     -0.3000E+01     -0.1640E+03      0.3320E-27      0.1162E-25      0.2565E-20
     -0.2000E+01     -0.1640E+03      0.1906E-27      0.7591E-26      0.1649E-20
     -0.1000E+01     -0.1640E+03      0.1127E-27      0.5196E-26      0.1239E-20
      0.0000E+00     -0.1640E+03      0.7068E-28      0.3779E-26      0.8506E-21
      0.1000E+01     -0.1640E+03      0.4128E-28      0.1738E-26      0.5260E-21
      0.2000E+01     -0.1640E+03      0.2189E-28      0.9064E-27      0.2965E-21
      0.3000E+01     -0.1640E+03      0.1049E-28      0.5443E-27      0.1993E-21
      0.4000E+01     -0.1640E+03      0.4825E-29      0.3329E-27      0.1264E-21
      0.5000E+01     -0.1640E+03      0.2376E-29      0.1958E-27      0.7775E-22
      0.6000E+01     -0.1640E+03      0.1333E-29      0.1395E-27      0.5379E-22
      0.7000E+01     -0.1640E+03      0.6025E-30      0.8916E-28      0.3193E-22
      0.8000E+01     -0.1640E+03      0.2625E-30      0.4663E-28      0.2087E-22
      0.9000E+01     -0.1640E+03      0.1711E-30      0.2440E-28      0.1129E-22
      0.1000E+02     -0.1640E+03      0.1034E-30      0.1745E-28      0.8028E-23
      0.1100E+02     -0.1640E+03      0.4967E-31      0.1214E-28      0.4946E-23
      0.1200E+02     -0.1640E+03      0.2576E-31      0.6697E-29      0.2633E-23
      0.1300E+02     -0.1640E+03      0.1580E-31      0.4249E-29      0.1705E-23
      0.1400E+02     -0.1640E+03      0.9397E-32      0.2984E-29      0.1058E-23
      0.1500E+02     -0.1640E+03      0.5074E-32      0.2024E-29      0.7758E-24
      0.1600E+02     -0.1640E+03      0.2979E-32      0.1176E-29      0.4760E-24
      0.1700E+02     -0.1640E+03      0.1685E-32      0.9535E-30      0.4150E-24
      0.1800E+02     -0.1640E+03      0.9859E-33      0.6893E-30      0.2608E-24
      0.1900E+02     -0.1640E+03      0.5785E-33      0.4007E-30      0.1516E-24
      0.2000E+02     -0.1640E+03      0.3226E-33      0.1718E-30      0.7728E-25
      0.2100E+02     -0.1640E+03      0.1759E-33      0.1580E-30      0.6815E-25
      0.2200E+02     -0.1640E+03      0.9317E-34      0.9016E-31      0.4578E-25
      0.2300E+02     -0.1640E+03      0.5552E-34      0.5750E-31      0.3177E-25
      0.2400E+02     -0.1640E+03      0.4277E-34      0.5626E-31      0.2932E-25
      0.2500E+02     -0.1640E+03      0.2540E-34      0.5803E-31      0.2689E-25
      0.2600E+02     -0.1640E+03      0.1725E-34      0.2543E-31      0.1197E-25
      0.2700E+02     -0.1640E+03      0.1132E-34      0.7422E-32      0.3712E-26
      0.2800E+02     -0.1640E+03      0.7306E-35      0.5787E-32      0.2602E-26
